1747,156,378
1864,131,379
1086,365,380
2993,190,381
504,30,382
661,249,383
1383,706,384
1662,470,385
1669,710,386
2829,500,387
2758,617,388
960,834,389
2517,671,390
2981,216,391
961,453,392
372,649,393
2350,274,394
2989,96,395
2045,57,396
626,763,397
2000,679,398
1015,928,399
998,363,400
1730,247,401
1740,998,402
255,406,403
1088,951,404
1444,517,405
112,506,406
2959,651,407
2316,925,408
478,712,409
1502,899,410
776,93,411
2830,509,412
1705,504,413
437,302,414
1118,293,415
1982,911,416
2696,401,417
2935,662,418
530,655,419
351,175,420
1372,217,421
2161,527,422
704,202,423
2178,82,424
634,802,425
593,721,426
641,278,427
1090,680,428
1803,570,429
132,231,430
1966,694,431
181,995,432
2641,793,433
1272,451,434
2877,937,435
545,667,436
599,234,437
1845,579,438
2111,589,439
312,478,440
1597,101,441
2420,916,442
2387,900,443
2199,464,444
1291,367,445
182,393,446
612,129,447
2936,27,448
2506,732,449
2338,852,450
1791,746,451
2258,618,452
984,472,453
1050,138,454
2775,643,455
1797,530,456
1609,175,457
949,322,458
2779,656,459
1338,440,460
600,469,461
2101,369,462
2150,449,463
2556,168,464
495,993,465
1447,135,466
577,186,467
877,430,468
2845,64,469
2049,22,470
2344,519,471
957,476,472
1273,182,473
1601,743,474
481,718,475
1510,201,476
1571,944,477
1561,411,478
597,346,479
2975,359,480
465,660,481
85,511,482
1426,310,483
2207,230,484
2988,367,485
109,748,486
890,255,487
2040,735,488
2454,749,489
1040,115,490
300,197,491
2703,983,492
2935,63,493
1253,435,494
1166,577,495
1432,111,496
2148,17,497
362,910,498
313,244,499
68,816,500
830,816,501
1536,840,502
709,608,503
1921,624,504
203,718,505
594,714,506
1450,949,507
36,724,508
2887,12,509
1269,783,510
1218,187,511
849,556,512
897,105,513
325,846,514
771,118,515
1000,780,516
105,235,517
609,369,518
2517,161,519
317,740,520
1955,265,521
2022,371,522
1373,69,523
457,160,524
1210,430,525
649,907,526
2631,228,527
743,678,528
2379,575,529
1992,294,530
2864,962,531
2056,139,532
556,228,533
1299,664,534
1255,941,535
521,242,536
1874,294,537
2537,831,538
1642,728,539
2359,790,540
952,275,541
1427,914,542
1729,787,543
1218,140,544
435,157,545
1540,242,546
2372,471,547
627,20,548
1346,88,549
2479,520,550
2887,788,551
37,944,552
44,783,553
2468,965,554
2854,298,555
2524,505,556
1854,512,557
1689,823,558
2596,950,559
319,600,560
1554,864,561
2887,424,562
1426,717,563
273,939,564
2819,852,565
2077,68,566
304,839,567
1186,102,568
2931,877,569
2006,746,570
2200,301,571
229,793,572
1060,749,573
1841,641,574
1661,240,575
1638,485,576
2220,440,577
2553,640,578
545,25,579
354,722,580
585,623,581
117,185,582
2499,927,583
2792,60,584
1565,974,585
2381,905,586
2719,454,587
2822,790,588
2953,311,589
335,691,590
1952,128,591
2391,66,592
1370,986,593
1508,726,594
1414,703,595
1095,478,596
2324,389,597
2591,392,598
1447,6,599
2335,425,600
1028,409,601
2837,824,602
2376,22,603
2076,194,604
105,723,605
1526,308,606
1557,992,607
2584,930,608
2,46,609
2046,65,610
423,429,611
1692,168,612
784,442,613
2283,106,614
2065,630,615
2698,991,616
1400,663,617
2367,894,618
2821,12,619
899,166,620
2062,753,621
2073,742,622
2498,61,623
2770,794,624
973,609,625
2707,69,626
255,341,627
1154,646,628
2176,727,629
194,161,630
2943,386,631
1008,853,632
1733,775,633
71,54,634
1711,694,635
875,651,636
248,602,637
2688,976,638
1991,526,639
1187,301,640
2243,730,641
19,587,642
307,922,643
56,397,644
928,207,645
1137,863,646
966,823,647
2128,62,648
1734,395,649
1465,661,650
2972,888,651
2724,736,652
1199,156,653
697,335,654
2944,740,655
1640,351,656
1610,537,657
2352,582,658
2410,625,659
2586,999,660
1446,616,661
1168,881,662
2363,901,663
619,999,664
2965,894,665
529,611,666
2250,391,667
2750,792,668
1484,701,669
2021,199,670
1027,750,671
2185,166,672
125,4,673
2364,265,674
21,45,675
2629,444,676
22,934,677
545,27,678
1494,163,679
2380,779,680
2626,983,681
356,695,682
2628,195,683
1051,258,684
103,991,685
775,47,686
2440,742,687
694,439,688
721,946,689
2907,403,690
1130,519,691
2384,174,692
1618,246,693
1872,20,694
966,967,695
2250,167,696
458,679,697
2713,862,698
2136,738,699
796,746,700
363,747,701
1854,138,702
757,95,703
629,553,704
1812,592,705
1190,738,706
2748,664,707
453,11,708
478,275,709
1971,729,710
1355,92,711
790,627,712
345,873,713
2765,690,714
2793,939,715
88,163,716
2805,676,717
340,864,718
1012,111,719
823,203,720
813,646,721
337,654,722
902,375,723
2495,715,724
1167,655,725
375,398,726
1454,834,727
332,803,728
88,599,729
2862,841,730
1460,395,731
524,833,732
2924,498,733
289,876,734
1718,401,735
166,476,736
962,240,737
884,639,738
892,137,739
2156,3,740
618,651,741
1075,199,742
124,889,743
172,915,744
2541,532,745
856,130,746
1179,891,747
1150,968,748
319,868,749
1184,705,750
2432,581,751
858,884,752
77,793,753
1345,767,754
210,273,755
210,367,756
2686,183,757
1814,551,758
967,366,759
1385,178,760
508,529,761
1410,438,762
1453,902,763
2780,385,764
2217,156,765
1350,64,766
2493,506,767
1689,740,768
1417,115,769
2934,569,770
937,235,771
2764,395,772
1847,151,773
2624,790,774
286,193,775
1259,978,776
1107,787,777
33,558,778
1350,950,779
2296,305,780
1939,368,781
2174,134,782
313,402,783
1014,600,784
1723,948,785
1540,516,786
1031,753,787
1484,435,788
2474,214,789
147,546,790
1956,468,791
2179,734,792
1592,255,793
881,805,794
462,305,795
2657,102,796
1753,330,797
2789,378,798
1750,414,799
614,379,800
2869,560,801
2251,749,802
2598,802,803
1426,641,804
304,939,805
1210,354,806
2970,51,807
2480,175,808
338,241,809
810,655,810
545,178,811
288,361,812
1716,979,813
669,527,814
1183,966,815
1386,530,816
2130,19,817
1362,532,818
2668,905,819
1881,589,820
2198,909,821
7,992,822
982,737,823
1377,330,824
980,359,825
1131,166,826
643,711,827
370,513,828
2893,838,829
2365,938,830
1492,233,831
2170,545,832
2050,87,833
2742,548,834
1212,903,835
1381,850,836
2,108,837
2165,612,838
815,934,839
419,256,840
1652,547,841
1972,171,842
1336,111,843
2518,900,844
1508,940,845
1105,313,846
862,534,847
2745,630,848
288,514,849
787,10,850
831,574,851
1714,338,852
104,763,853
2966,418,854
2863,894,855
395,46,856
356,451,857
2335,985,858
2462,890,859
1912,258,860
661,614,861
2495,190,862
2887,523,863
2908,649,864
340,452,865
286,733,866
939,187,867
2700,844,868
1188,371,869
1960,455,870
2167,600,871
373,104,872
2325,472,873
2059,240,874
1318,691,875
2278,670,876
2392,721,877
957,909,878
606,240,879
1840,531,880
1083,623,881
669,123,882
1399,245,883
1548,297,884
1922,823,885
1877,207,886
786,208,887
1417,972,888
2390,325,889
1534,36,890
2228,958,891
2252,427,892
1486,384,893
65,967,894
749,279,895
907,35,896
943,142,897
507,683,898
1781,68,899
2064,702,900
936,475,901
531,618,902
1724,857,903
82,395,904
724,379,905
2297,20,906
1415,16,907
83,454,908
2046,655,909
2525,804,910
1039,592,911
1246,716,912
44,754,913
1242,756,914
336,720,915
1331,825,916
800,87,917
1298,691,918
310,44,919
2028,835,920
1784,174,921
446,796,922
1091,847,923
482,831,924
1745,239,925
224,677,926
2095,455,927
1649,272,928
2797,690,929
1912,805,930
1176,56,931
1107,920,932
1277,709,933
2378,274,934
2969,598,935
2053,821,936
2375,267,937
2018,599,938
1638,5,939
1666,468,940
849,670,941
2829,895,942
2756,445,943
392,287,944
87,340,945
1713,64,946
1509,900,947
2389,268,948
1912,704,949
1256,149,950
637,797,951
2868,327,952
1244,604,953
1168,377,954
2842,785,955
447,714,956
2350,18,957
232,866,958
1377,784,959
1882,17,960
1907,664,961
1961,254,962
2852,689,963
474,277,964
2179,674,965
543,479,966
1176,507,967
2352,226,968
2871,450,969
2598,454,970
1200,762,971
149,946,972
839,784,973
1891,398,974
2183,49,975
1043,968,976
210,92,977
1874,818,978
1480,549,979
1665,111,980
2658,180,981
1392,297,982
2547,71,983
2653,196,984
1712,31,985
571,679,986
1481,836,987
254,127,988
1848,53,989
1287,238,990
1849,925,991
2836,494,992
1747,971,993
914,632,994
1978,0,995
2240,248,996
1715,732,997
1014,508,998
2154,934,999
1820,923,1000
1316,262,1001
297,556,1002
279,94,1003
2453,502,1004
1943,995,1005
1919,563,1006
1380,425,1007
2150,708,1008
701,358,1009
107,847,1010
606,379,1011
164,191,1012
218,377,1013
786,224,1014
1093,0,1015
1967,713,1016
396,961,1017
70,987,1018
1045,444,1019
2364,232,1020
1814,67,1021
2036,441,1022
2507,311,1023
747,831,1024
407,99,1025
2735,567,1026
631,349,1027
544,849,1028
1179,218,1029
864,763,1030
128,80,1031
578,913,1032
1902,288,1033
2041,787,1034
2338,826,1035
2722,687,1036
2369,525,1037
130,564,1038
2139,479,1039
1046,287,1040
395,202,1041
1920,87,1042
2855,925,1043
879,505,1044
1854,370,1045
9,74,1046
1140,350,1047
1419,218,1048
1335,429,1049
0,193,1050
1909,359,1051
529,635,1052
561,513,1053
2435,47,1054
2828,795,1055
2330,200,1056
2207,684,1057
2615,927,1058
2940,680,1059
1764,384,1060
305,466,1061
2026,364,1062
2332,632,1063
1037,154,1064
1786,778,1065
1216,664,1066
2771,666,1067
2325,852,1068
1572,572,1069
1596,240,1070
916,217,1071
2830,614,1072
78,331,1073
2254,42,1074
2950,723,1075
847,304,1076
2058,336,1077
354,935,1078
794,326,1079
2933,838,1080
2697,609,1081
2513,236,1082
596,89,1083
2375,829,1084
886,680,1085
335,485,1086
1777,437,1087
693,884,1088
252,389,1089
225,148,1090
944,454,1091
2298,142,1092
2904,851,1093
698,29,1094
2815,27,1095
1243,867,1096
2726,862,1097
2575,533,1098
499,832,1099
747,852,1100
94,981,1101
2580,521,1102
1058,232,1103
1248,313,1104
2546,476,1105
2699,934,1106
1738,588,1107
2479,332,1108
1424,881,1109
718,653,1110
311,790,1111
1616,432,1112
1047,416,1113
124,684,1114
289,136,1115
1796,254,1116
1285,709,1117
1851,422,1118
1470,334,1119
2057,512,1120
1554,402,1121
2035,84,1122
1288,521,1123
2500,628,1124
2398,878,1125
2413,937,1126
199,590,1127
2296,382,1128
2489,916,1129
1867,110,1130
83,86,1131
975,311,1132
1250,944,1133
731,980,1134
1091,468,1135
2052,707,1136
1424,781,1137
2864,483,1138
2487,671,1139
82,134,1140
377,252,1141
2877,841,1142
373,291,1143
0,838,1144
1282,21,1145
1954,67,1146
326,687,1147
2935,256,1148
505,902,1149
2998,895,1150
312,978,1151
786,871,1152
1037,557,1153
1211,604,1154
598,93,1155
1479,967,1156
2070,917,1157
62,34,1158
1718,247,1159
277,944,1160
289,615,1161
1178,472,1162
2072,663,1163
505,744,1164
1347,700,1165
2378,564,1166
394,344,1167
1571,544,1168
1820,444,1169
2264,172,1170
181,861,1171
1950,651,1172
495,758,1173
2995,551,1174
2451,986,1175
2530,845,1176
689,516,1177
912,955,1178
2384,131,1179
467,974,1180
372,266,1181
398,944,1182
2143,496,1183
624,711,1184
541,52,1185
1236,631,1186
1050,862,1187
1188,441,1188
2044,975,1189
1839,812,1190
1584,920,1191
1773,353,1192
1718,367,1193
255,984,1194
1168,118,1195
131,172,1196
1463,247,1197
2399,84,1198
1695,538,1199
2289,936,1200
1460,375,1201
621,966,1202
314,502,1203
2488,630,1204
1170,492,1205
2466,638,1206
1110,433,1207
489,46,1208
825,171,1209
1367,819,1210
2901,85,1211
1493,321,1212
22,643,1213
990,977,1214
604,834,1215
490,600,1216
1664,406,1217
1276,302,1218
2304,352,1219
2532,453,1220
110,320,1221
2819,675,1222
563,411,1223
134,826,1224
1736,911,1225
797,962,1226
1881,937,1227
167,243,1228
1529,102,1229
2811,368,1230
2446,593,1231
2685,291,1232
1622,373,1233
869,659,1234
1648,792,1235
930,487,1236
2883,807,1237
1439,783,1238
2171,410,1239
76,284,1240
1530,84,1241
186,23,1242
2746,794,1243
1131,937,1244
2948,538,1245
2754,412,1246
2078,694,1247
2148,606,1248
268,128,1249
991,860,1250
2246,336,1251
539,450,1252
1395,786,1253
2379,11,1254
2661,917,1255
1392,813,1256
2134,732,1257
431,236,1258
320,95,1259
2336,279,1260
743,274,1261
1212,610,1262
2185,756,1263
1535,800,1264
1278,219,1265
2157,861,1266
2952,872,1267
1105,962,1268
333,371,1269
974,882,1270
119,461,1271
2221,619,1272
593,277,1273
343,754,1274
2609,183,1275
1390,2,1276
2590,384,1277
362,437,1278
1638,375,1279
2970,938,1280
2050,177,1281
1445,728,1282
1591,665,1283
2138,867,1284
115,324,1285
1491,907,1286
2487,166,1287
2902,934,1288
1647,729,1289
238,983,1290
1392,361,1291
996,342,1292
2182,133,1293
2059,897,1294
889,911,1295
2533,457,1296
724,742,1297
1612,346,1298
1531,12,1299
1816,116,1300
820,72,1301
1197,680,1302
2584,730,1303
850,855,1304
1453,649,1305
537,270,1306
2057,713,1307
9,486,1308
2709,139,1309
554,200,1310
1200,124,1311
377,509,1312
1339,691,1313
262,406,1314
1966,943,1315
1988,453,1316
507,441,1317
1866,893,1318
1244,911,1319
2027,386,1320
1135,645,1321
1966,318,1322
2921,673,1323
1417,755,1324
728,5,1325
1023,400,1326
1146,583,1327
996,830,1328
1456,630,1329
868,325,1330
2678,422,1331
1880,427,1332
2584,492,1333
838,556,1334
356,783,1335
821,730,1336
118,49,1337
1887,494,1338
1397,920,1339
1598,422,1340
1962,91,1341
1867,921,1342
2877,261,1343
146,522,1344
2053,592,1345
2054,350,1346
1574,578,1347
2591,662,1348
2177,476,1349
784,316,1350
173,42,1351
2713,443,1352
1176,642,1353
2060,226,1354
2895,22,1355
1841,335,1356
810,893,1357
1437,259,1358
453,3,1359
1690,967,1360
166,377,1361
1126,467,1362
269,419,1363
817,903,1364
2963,453,1365
2470,705,1366
2453,181,1367
882,351,1368
1005,1,1369
1499,795,1370
389,835,1371
1117,644,1372
1887,372,1373
2133,461,1374
2877,869,1375
2297,77,1376
320,77,1377
1766,870,1378
2473,910,1379
551,213,1380
482,638,1381
2334,359,1382
158,220,1383
1195,766,1384
1466,112,1385
966,854,1386
449,364,1387
1603,680,1388
2028,950,1389
1640,430,1390
2574,921,1391
338,209,1392
2403,99,1393
2911,997,1394
557,314,1395
1971,609,1396
2786,415,1397
2095,210,1398
242,82,1399
2401,369,1400
1108,302,1401
2049,714,1402
1325,281,1403
460,5,1404
1052,678,1405
2992,272,1406
2158,239,1407
2310,476,1408
2709,593,1409
502,392,1410
136,672,1411
987,875,1412
1854,161,1413
1010,132,1414
2365,772,1415
1,308,1416
2497,845,1417
2407,449,1418
1013,237,1419
1219,407,1420
1835,926,1421
1951,140,1422
1746,18,1423
2921,759,1424
2358,892,1425
2536,121,1426
276,718,1427
2292,627,1428
2490,223,1429
2816,946,1430
1444,35,1431
96,434,1432
1017,983,1433
1307,127,1434
1376,65,1435
1112,911,1436
183,13,1437
76,922,1438
2293,606,1439
2233,503,1440
109,79,1441
447,446,1442
1409,681,1443
1754,908,1444
618,70,1445
367,491,1446
2566,794,1447
2237,635,1448
717,854,1449
2509,5,1450
1918,810,1451
2392,811,1452
2127,572,1453
2524,112,1454
1402,116,1455
381,781,1456
1820,196,1457
1481,159,1458
754,490,1459
699,142,1460
906,889,1461
2969,987,1462
2228,211,1463
2460,450,1464
485,398,1465
1291,14,1466
818,265,1467
668,606,1468
2926,265,1469
1926,978,1470
2929,172,1471
2318,740,1472
1456,432,1473
492,610,1474
1880,85,1475
115,346,1476
1735,917,1477
2046,466,1478
1985,983,1479
1746,145,1480
1074,76,1481
789,677,1482
1355,645,1483
537,946,1484
1590,804,1485
1503,838,1486
641,873,1487
2575,86,1488
2876,282,1489
2503,339,1490
1454,952,1491
2681,110,1492
2256,238,1493
651,409,1494
2080,642,1495
1596,274,1496
2406,838,1497
265,799,1498
608,793,1499
1744,234,1500
1802,38,1501
574,22,1502
345,22,1503
1506,546,1504
2395,858,1505
1441,438,1506
875,618,1507
91,29,1508
2903,168,1509
867,175,1510
2914,715,1511
423,696,1512
945,452,1513
73,862,1514
1064,41,1515
695,314,1516
1850,103,1517
2265,536,1518
2128,149,1519
543,953,1520
1772,245,1521
2600,55,1522
113,395,1523
807,651,1524
923,229,1525
185,131,1526
2731,962,1527
2942,913,1528
2012,931,1529
1034,60,1530
2508,544,1531
2000,533,1532
2241,337,1533
2851,694,1534
679,214,1535
2709,89,1536
1849,547,1537
2405,5,1538
2594,216,1539
226,144,1540
781,505,1541
664,872,1542
1292,884,1543
2147,578,1544
446,57,1545
2997,951,1546
1957,950,1547
2868,4,1548
1322,495,1549
2997,38,1550
2850,236,1551
303,460,1552
433,877,1553
238,85,1554
2853,777,1555
818,508,1556
2032,861,1557
485,659,1558
2504,986,1559
744,43,1560
1868,866,1561
268,31,1562
1987,431,1563
1089,814,1564
204,599,1565
1382,242,1566
505,151,1567
59,783,1568
1056,44,1569
1134,499,1570
1690,293,1571
551,566,1572
2543,508,1573
1408,616,1574
2757,706,1575
2658,294,1576
2365,146,1577
457,176,1578
987,416,1579
1910,979,1580
1348,424,1581
2327,236,1582
1625,265,1583
1782,506,1584
2905,883,1585
2936,0,1586
2369,220,1587
481,663,1588
2823,492,1589
422,702,1590
1957,832,1591
655,829,1592
1945,144,1593
2501,808,1594
90,246,1595
2030,588,1596
1075,456,1597
2011,443,1598
1013,798,1599
323,795,1600
2830,211,1601
1211,848,1602
2960,456,1603
176,930,1604
2792,120,1605
654,525,1606
1735,83,1607
325,507,1608
2747,701,1609
421,756,1610
1387,602,1611
2357,674,1612
1262,467,1613
309,857,1614
1086,618,1615
1593,833,1616
1163,145,1617
938,351,1618
2986,898,1619
2803,612,1620
1180,403,1621
2347,91,1622
201,57,1623
630,138,1624
1982,610,1625
1825,795,1626
96,664,1627
771,573,1628
238,217,1629
1846,636,1630
2859,201,1631
1342,187,1632
2365,99,1633
2387,802,1634
2956,234,1635
850,638,1636
1276,209,1637
1853,257,1638
2314,330,1639
1624,899,1640
625,808,1641
606,586,1642
840,305,1643
784,878,1644
2143,939,1645
2154,483,1646
1538,875,1647
1110,652,1648
2442,751,1649
2549,480,1650
1044,729,1651
2571,238,1652
534,242,1653
188,224,1654
460,350,1655
748,555,1656
1263,594,1657
243,390,1658
1576,337,1659
211,735,1660
974,192,1661
1353,692,1662
2250,816,1663
401,799,1664
2769,591,1665
2575,371,1666
926,187,1667
1725,451,1668
2946,25,1669
1989,702,1670
366,729,1671
2659,385,1672
780,728,1673
2198,197,1674
1494,480,1675
1506,58,1676
2550,231,1677
1223,616,1678
2231,591,1679
1855,928,1680
1516,899,1681
2321,205,1682
2885,814,1683
744,827,1684
1511,717,1685
1763,941,1686
1507,651,1687
1286,814,1688
931,137,1689
722,110,1690
2769,983,1691
1145,581,1692
321,808,1693
2726,136,1694
1209,825,1695
945,532,1696
819,999,1697
2900,553,1698
1550,985,1699
400,43,1700
2686,433,1701
851,902,1702
2585,903,1703
1219,579,1704
1361,549,1705
2322,708,1706
2564,160,1707
2387,249,1708
1413,628,1709
1191,109,1710
2107,496,1711
2109,941,1712
2318,591,1713
1459,295,1714
1487,554,1715
670,107,1716
176,635,1717
197,657,1718
1988,200,1719
353,498,1720
1528,529,1721
656,582,1722
1204,400,1723
690,970,1724
1271,110,1725
560,490,1726
2189,501,1727
26,688,1728
757,198,1729
2810,661,1730
669,638,1731
1004,568,1732
2379,259,1733
1736,877,1734
155,840,1735
1652,510,1736
911,461,1737
727,263,1738
2219,374,1739
2856,64,1740
2593,791,1741
2691,292,1742
1449,100,1743
2573,888,1744
2096,828,1745
856,465,1746
2494,764,1747
2157,640,1748
1095,793,1749
864,565,1750
280,436,1751
753,680,1752
631,393,1753
2608,48,1754
633,561,1755
2540,804,1756
892,980,1757
1611,191,1758
2737,301,1759
2213,995,1760
50,866,1761
840,932,1762
826,662,1763
431,293,1764
947,460,1765
1313,420,1766
2932,466,1767
2798,590,1768
2482,677,1769
2995,842,1770
937,37,1771
2902,142,1772
954,522,1773
2236,170,1774
2715,395,1775
1240,847,1776
1566,440,1777
2035,757,1778
2974,766,1779
1536,675,1780
692,104,1781
137,349,1782
2004,910,1783
1979,463,1784
2061,678,1785
335,564,1786
859,631,1787
490,194,1788
2042,566,1789
1424,847,1790
2889,874,1791
1200,209,1792
1590,803,1793
1155,40,1794
1135,497,1795
1539,825,1796
2418,729,1797
1319,76,1798
270,722,1799
646,327,1800
2486,754,1801
2565,709,1802
1497,228,1803
322,662,1804
45,242,1805
1970,897,1806
2446,543,1807
909,620,1808
2776,655,1809
1020,162,1810
9,485,1811
1531,25,1812
600,404,1813
777,742,1814
1017,252,1815
1382,768,1816
2416,414,1817
1094,363,1818
1010,559,1819
2278,625,1820
1803,709,1821
2359,777,1822
2580,939,1823
76,255,1824
289,774,1825
2936,147,1826
2898,360,1827
1793,256,1828
1686,298,1829
952,840,1830
2888,523,1831
2535,969,1832
2308,982,1833
2219,920,1834
2562,463,1835
1080,736,1836
1247,849,1837
1953,317,1838
1054,658,1839
219,849,1840
2209,259,1841
2356,764,1842
153,171,1843
1196,585,1844
1777,308,1845
2593,357,1846
2655,578,1847
367,468,1848
1921,501,1849
2728,181,1850
2834,476,1851
910,750,1852
2909,527,1853
1774,893,1854
2039,277,1855
2175,832,1856
922,516,1857
2727,536,1858
1561,27,1859
2649,441,1860
2834,823,1861
2665,983,1862
2811,246,1863
638,74,1864
1830,150,1865
1383,584,1866
2528,555,1867
1952,531,1868
2337,739,1869
902,96,1870
1963,147,1871
2510,721,1872
1358,706,1873
707,10,1874
1425,488,1875
781,815,1876
1888,464,1877
2616,744,1878
290,547,1879
2083,506,1880
2793,398,1881
283,275,1882
2588,700,1883
1382,929,1884
2610,891,1885
2688,515,1886
2197,206,1887
1182,624,1888
666,573,1889
2460,385,1890
372,698,1891
28,808,1892
447,171,1893
1617,811,1894
170,92,1895
981,546,1896
1577,721,1897
941,51,1898
1636,948,1899
947,370,1900
2038,235,1901
5,476,1902
1905,890,1903
908,66,1904
2120,976,1905
2496,79,1906
2779,39,1907
974,131,1908
1009,937,1909
145,266,1910
269,49,1911
2725,535,1912
862,576,1913
16,175,1914
546,814,1915
2708,669,1916
946,116,1917
683,13,1918
507,599,1919
2693,346,1920
876,796,1921
1831,106,1922
1764,688,1923
2459,720,1924
1531,995,1925
2624,691,1926
638,316,1927
2885,543,1928
2198,649,1929
2612,723,1930
438,237,1931
1590,872,1932
1721,249,1933
32,865,1934
1379,940,1935
1390,635,1936
1118,828,1937
183,475,1938
1263,117,1939
1737,865,1940
183,844,1941
539,778,1942
2389,493,1943
980,81,1944
2710,434,1945
1269,736,1946
261,520,1947
1665,63,1948
130,152,1949
256,620,1950
744,707,1951
1965,821,1952
2740,568,1953
2500,289,1954
2837,675,1955
2863,396,1956
